no.    acc    apl
0    0.593    6.96
1    0.592    6.894
2    0.591    6.768
3    0.591    6.346
4    0.59    5.96
5    0.589    5.693
6    0.589    5.547
7    0.589    5.455
8    0.589    5.419
9    0.589    5.338
10    0.588    5.267
11    0.588    5.158
12    0.587    5.047
13    0.587    4.912
14    0.587    4.872
15    0.586    4.858
16    0.586    4.812
17    0.586    4.673
18    0.586    4.635
19    0.586    4.617
20    0.586    4.617
21    0.586    4.563
22    0.586    4.563
23    0.585    4.559
24    0.585    4.537
25    0.585    4.456
26    0.585    4.434
27    0.585    4.434
28    0.585    4.324
29    0.584    4.312
30    0.584    4.282
31    0.584    4.282
32    0.584    4.271
33    0.584    4.217
34    0.583    4.187
35    0.583    4.149
36    0.583    4.134
37    0.583    4.12
38    0.583    4.12
39    0.583    4.116
40    0.583    4.116
41    0.582    4.089
42    0.582    4.089
43    0.582    4.089
44    0.582    4.089
45    0.582    4.089
46    0.582    4.076
47    0.582    4.076
48    0.582    4.076
49    0.582    4.076
50    0.582    4.066
51    0.582    4.066
52    0.582    4.053
53    0.582    4.034
54    0.582    4.03
55    0.582    3.989
56    0.582    3.989
57    0.582    3.989
58    0.582    3.98
59    0.582    3.98
60    0.581    3.924
61    0.581    3.924
62    0.581    3.924
63    0.581    3.924
64    0.581    3.924
65    0.581    3.924
66    0.581    3.912
67    0.581    3.912
68    0.581    3.912
69    0.581    3.907
70    0.581    3.899
71    0.581    3.888
72    0.581    3.884
73    0.581    3.872
74    0.581    3.872
75    0.581    3.872
76    0.581    3.865
77    0.581    3.861
78    0.581    3.857
79    0.58    3.828
80    0.58    3.824
81    0.58    3.824
82    0.58    3.824
83    0.58    3.824
84    0.58    3.816
85    0.58    3.816
86    0.58    3.811
87    0.58    3.803
88    0.58    3.796
89    0.58    3.792
90    0.58    3.792
91    0.58    3.772
92    0.579    3.768
93    0.579    3.755
94    0.579    3.755
95    0.579    3.751
96    0.579    3.746
97    0.579    3.742
98    0.579    3.734
99    0.579    3.729
100    0.579    3.725
101    0.579    3.711
102    0.579    3.707
103    0.579    3.702
104    0.578    3.678
105    0.578    3.666
106    0.578    3.666
107    0.578    3.661
108    0.578    3.657
109    0.578    3.653
110    0.578    3.649
111    0.578    3.644
112    0.578    3.64
113    0.578    3.633
114    0.578    3.628
115    0.578    3.628
116    0.578    3.624
117    0.578    3.619
118    0.578    3.619
119    0.578    3.594
120    0.578    3.594
121    0.577    3.59
122    0.577    3.59
123    0.577    3.59
124    0.577    3.586
125    0.577    3.586
126    0.577    3.582
127    0.578    3.574
128    0.578    3.574
129    0.578    3.57
130    0.578    3.566
131    0.577    3.527
132    0.577    3.527
133    0.577    3.517
134    0.577    3.517
135    0.577    3.517
136    0.578    3.513
137    0.578    3.513
138    0.578    3.513
139    0.578    3.513
140    0.578    3.513
141    0.578    3.513
142    0.578    3.513
143    0.578    3.513
144    0.578    3.513
145    0.578    3.513
146    0.578    3.513
147    0.578    3.513
148    0.578    3.513
149    0.578    3.513
150    0.578    3.502
151    0.578    3.502
152    0.578    3.502
153    0.578    3.502
154    0.578    3.502
155    0.578    3.502
156    0.578    3.502
157    0.578    3.502
158    0.578    3.502
159    0.578    3.502
160    0.578    3.502
161    0.578    3.502
162    0.578    3.502
163    0.578    3.502
164    0.578    3.502
165    0.578    3.502
166    0.578    3.502
167    0.578    3.502
168    0.578    3.502
169    0.578    3.502
170    0.578    3.502
171    0.578    3.502
172    0.578    3.502
173    0.578    3.502
174    0.578    3.502
175    0.578    3.502
176    0.578    3.502
177    0.578    3.502
178    0.578    3.502
179    0.578    3.502
180    0.578    3.502
181    0.578    3.502
182    0.578    3.502
183    0.578    3.502
184    0.578    3.502
185    0.578    3.502
186    0.578    3.502
187    0.578    3.502
188    0.578    3.502
189    0.578    3.502
190    0.578    3.502
191    0.578    3.502
192    0.578    3.502
193    0.578    3.502
194    0.578    3.502
195    0.578    3.502
196    0.578    3.502
197    0.578    3.502
198    0.578    3.502
199    0.578    3.502
200    0.578    3.502
