no.    acc    apl
0    0.593    6.96
1    0.592    6.94
2    0.591    6.874
3    0.591    6.833
4    0.59    6.767
5    0.59    6.752
6    0.59    6.571
7    0.589    6.306
8    0.589    6.299
9    0.588    5.958
10    0.588    5.794
11    0.588    5.76
12    0.588    5.757
13    0.587    5.657
14    0.587    5.571
15    0.587    5.568
16    0.587    5.057
17    0.586    4.938
18    0.586    4.861
19    0.586    4.848
20    0.585    4.694
21    0.585    4.679
22    0.585    4.675
23    0.585    4.569
24    0.585    4.569
25    0.584    4.538
26    0.584    4.486
27    0.584    4.463
28    0.584    4.414
29    0.584    4.414
30    0.583    4.383
31    0.583    4.357
32    0.583    4.346
33    0.583    4.239
34    0.583    4.197
35    0.583    4.175
36    0.583    4.167
37    0.583    4.148
38    0.582    4.11
39    0.582    4.064
40    0.582    4.064
41    0.582    4.048
42    0.582    4.023
43    0.582    4.023
44    0.582    4.023
45    0.582    4.01
46    0.581    3.941
47    0.581    3.925
48    0.581    3.925
49    0.581    3.917
50    0.581    3.917
51    0.581    3.906
52    0.581    3.906
53    0.581    3.906
54    0.58    3.882
55    0.58    3.882
56    0.58    3.882
57    0.58    3.878
58    0.58    3.878
59    0.579    3.858
60    0.579    3.854
61    0.579    3.851
62    0.579    3.851
63    0.579    3.851
64    0.579    3.851
65    0.579    3.819
66    0.579    3.819
67    0.579    3.811
68    0.579    3.811
69    0.578    3.784
70    0.578    3.784
71    0.578    3.784
72    0.578    3.784
73    0.579    3.78
74    0.579    3.78
75    0.579    3.78
76    0.579    3.78
77    0.579    3.78
78    0.579    3.78
79    0.579    3.78
80    0.579    3.78
81    0.579    3.78
82    0.579    3.78
83    0.578    3.772
84    0.578    3.768
85    0.578    3.768
86    0.578    3.761
87    0.578    3.737
88    0.578    3.693
89    0.578    3.689
90    0.578    3.663
91    0.578    3.663
92    0.578    3.658
93    0.578    3.654
94    0.578    3.654
95    0.578    3.654
96    0.578    3.654
97    0.578    3.654
98    0.578    3.654
99    0.578    3.65
100    0.578    3.622
101    0.578    3.622
102    0.578    3.622
103    0.578    3.622
104    0.577    3.617
105    0.577    3.617
106    0.577    3.617
107    0.577    3.6
108    0.577    3.578
109    0.577    3.574
110    0.577    3.57
111    0.576    3.561
112    0.576    3.55
113    0.576    3.55
114    0.576    3.55
115    0.576    3.542
116    0.576    3.542
117    0.576    3.531
118    0.576    3.531
119    0.576    3.531
120    0.576    3.531
121    0.576    3.531
122    0.576    3.531
123    0.576    3.527
124    0.576    3.507
125    0.576    3.502
126    0.575    3.491
127    0.575    3.487
128    0.575    3.487
129    0.575    3.483
130    0.575    3.483
131    0.575    3.457
132    0.575    3.453
133    0.575    3.453
134    0.575    3.453
135    0.575    3.448
136    0.575    3.428
137    0.575    3.428
138    0.574    3.411
139    0.574    3.402
140    0.574    3.395
141    0.574    3.39
142    0.574    3.386
143    0.574    3.382
144    0.574    3.378
145    0.574    3.37
146    0.574    3.366
147    0.574    3.361
148    0.574    3.361
149    0.574    3.357
150    0.574    3.357
151    0.574    3.357
152    0.574    3.353
153    0.574    3.349
154    0.574    3.345
155    0.574    3.333
156    0.574    3.329
157    0.574    3.324
158    0.574    3.324
159    0.574    3.324
160    0.574    3.324
161    0.574    3.32
162    0.574    3.316
163    0.573    3.311
164    0.573    3.311
165    0.573    3.307
166    0.573    3.303
167    0.573    3.298
168    0.573    3.298
169    0.573    3.294
170    0.573    3.29
171    0.574    3.286
172    0.573    3.274
173    0.573    3.274
174    0.573    3.269
175    0.573    3.265
176    0.573    3.256
177    0.573    3.256
178    0.573    3.252
179    0.573    3.252
180    0.573    3.244
181    0.573    3.24
182    0.573    3.235
183    0.573    3.235
184    0.573    3.235
185    0.573    3.235
186    0.573    3.231
187    0.573    3.231
188    0.573    3.222
189    0.573    3.222
190    0.573    3.218
191    0.573    3.205
192    0.573    3.201
193    0.573    3.196
194    0.573    3.196
195    0.573    3.196
196    0.573    3.192
197    0.573    3.188
198    0.573    3.183
199    0.573    3.183
200    0.573    3.179
