no.    acc    apl
0    0.593    6.96
1    0.592    6.722
2    0.591    6.54
3    0.591    6.197
4    0.59    5.963
5    0.59    5.878
6    0.589    5.826
7    0.589    5.633
8    0.589    5.471
9    0.588    5.249
10    0.588    5.204
11    0.588    5.175
12    0.588    5.116
13    0.588    5.116
14    0.587    4.947
15    0.587    4.947
16    0.587    4.785
17    0.587    4.785
18    0.587    4.785
19    0.587    4.776
20    0.587    4.776
21    0.587    4.772
22    0.587    4.772
23    0.587    4.772
24    0.587    4.772
25    0.587    4.772
26    0.587    4.772
27    0.587    4.738
28    0.586    4.656
29    0.586    4.642
30    0.586    4.642
31    0.586    4.642
32    0.586    4.53
33    0.585    4.485
34    0.585    4.475
35    0.585    4.475
36    0.584    4.408
37    0.584    4.408
38    0.584    4.356
39    0.584    4.356
40    0.584    4.294
41    0.584    4.294
42    0.584    4.28
43    0.583    4.217
44    0.583    4.217
45    0.583    4.149
46    0.582    4.128
47    0.582    4.128
48    0.582    4.105
49    0.582    4.098
50    0.582    4.087
51    0.582    4.068
52    0.581    4.064
53    0.581    4.046
54    0.581    4.042
55    0.581    4.042
56    0.581    4.0
57    0.581    3.992
58    0.581    3.992
59    0.58    3.97
60    0.58    3.97
61    0.58    3.957
62    0.58    3.929
63    0.58    3.929
64    0.58    3.929
65    0.58    3.897
66    0.58    3.897
67    0.58    3.889
68    0.58    3.884
69    0.58    3.884
70    0.58    3.872
71    0.58    3.872
72    0.58    3.872
73    0.58    3.851
74    0.58    3.851
75    0.579    3.841
76    0.579    3.817
77    0.579    3.81
78    0.579    3.799
79    0.579    3.799
80    0.579    3.795
81    0.578    3.765
82    0.578    3.765
83    0.578    3.765
84    0.578    3.765
85    0.578    3.751
86    0.578    3.743
87    0.578    3.734
88    0.578    3.734
89    0.578    3.734
90    0.578    3.734
91    0.578    3.734
92    0.578    3.726
93    0.578    3.726
94    0.578    3.726
95    0.578    3.726
96    0.578    3.726
97    0.578    3.726
98    0.578    3.726
99    0.577    3.719
100    0.577    3.719
101    0.577    3.708
102    0.577    3.704
103    0.577    3.704
104    0.577    3.704
105    0.577    3.7
106    0.577    3.688
107    0.577    3.684
108    0.577    3.684
109    0.577    3.684
110    0.577    3.684
111    0.577    3.684
112    0.577    3.674
113    0.577    3.674
114    0.577    3.674
115    0.577    3.674
116    0.577    3.656
117    0.577    3.652
118    0.577    3.652
119    0.577    3.647
120    0.577    3.647
121    0.576    3.643
122    0.576    3.643
123    0.576    3.639
124    0.576    3.635
125    0.576    3.624
126    0.576    3.619
127    0.576    3.611
128    0.576    3.603
129    0.576    3.603
130    0.576    3.603
131    0.575    3.56
132    0.575    3.56
133    0.576    3.552
134    0.576    3.548
135    0.576    3.543
136    0.576    3.543
137    0.576    3.543
138    0.576    3.543
139    0.576    3.543
140    0.576    3.477
141    0.576    3.477
142    0.575    3.473
143    0.575    3.473
144    0.576    3.465
145    0.576    3.465
146    0.576    3.465
147    0.576    3.465
148    0.576    3.465
149    0.576    3.457
150    0.576    3.457
151    0.575    3.453
152    0.575    3.453
153    0.575    3.445
154    0.575    3.445
155    0.575    3.432
156    0.575    3.419
157    0.575    3.407
158    0.575    3.407
159    0.575    3.403
160    0.575    3.389
161    0.575    3.389
162    0.575    3.389
163    0.575    3.389
164    0.575    3.389
165    0.575    3.389
166    0.575    3.385
167    0.575    3.381
168    0.575    3.377
169    0.575    3.377
170    0.575    3.372
171    0.575    3.368
172    0.575    3.368
173    0.575    3.364
174    0.575    3.355
175    0.575    3.351
176    0.575    3.351
177    0.575    3.347
178    0.575    3.347
179    0.575    3.347
180    0.575    3.343
181    0.575    3.339
182    0.575    3.339
183    0.575    3.334
184    0.575    3.334
185    0.575    3.334
186    0.575    3.33
187    0.575    3.33
188    0.574    3.325
189    0.574    3.321
190    0.574    3.321
191    0.574    3.305
192    0.574    3.301
193    0.574    3.297
194    0.574    3.297
195    0.574    3.292
196    0.574    3.288
197    0.574    3.277
198    0.574    3.272
199    0.574    3.272
200    0.574    3.272
