no.    acc    apl
0    0.593    6.96
1    0.592    6.649
2    0.591    6.541
3    0.591    6.13
4    0.59    5.967
5    0.59    5.967
6    0.59    5.939
7    0.59    5.851
8    0.59    5.851
9    0.59    5.781
10    0.589    5.598
11    0.589    5.587
12    0.589    5.227
13    0.589    5.148
14    0.589    5.148
15    0.589    5.081
16    0.588    5.069
17    0.588    5.069
18    0.588    5.069
19    0.588    4.931
20    0.588    4.83
21    0.588    4.776
22    0.588    4.743
23    0.588    4.739
24    0.587    4.625
25    0.587    4.617
26    0.587    4.59
27    0.587    4.59
28    0.587    4.495
29    0.587    4.462
30    0.586    4.427
31    0.586    4.427
32    0.586    4.388
33    0.585    4.338
34    0.585    4.33
35    0.585    4.32
36    0.585    4.3
37    0.585    4.285
38    0.585    4.285
39    0.585    4.256
40    0.584    4.208
41    0.584    4.171
42    0.584    4.139
43    0.584    4.132
44    0.584    4.111
45    0.583    4.074
46    0.583    4.067
47    0.583    4.043
48    0.583    4.019
49    0.583    4.008
50    0.582    4.004
51    0.582    4.0
52    0.582    3.996
53    0.582    3.968
54    0.582    3.951
55    0.582    3.951
56    0.582    3.947
57    0.581    3.899
58    0.581    3.894
59    0.581    3.89
60    0.581    3.809
61    0.581    3.795
62    0.581    3.795
63    0.581    3.779
64    0.58    3.755
65    0.58    3.75
66    0.58    3.733
67    0.58    3.729
68    0.579    3.705
69    0.579    3.705
70    0.579    3.681
71    0.579    3.667
72    0.579    3.659
73    0.579    3.641
74    0.579    3.622
75    0.579    3.622
76    0.578    3.614
77    0.578    3.599
78    0.578    3.599
79    0.578    3.591
80    0.578    3.591
81    0.578    3.583
82    0.578    3.579
83    0.578    3.579
84    0.578    3.571
85    0.578    3.567
86    0.577    3.563
87    0.577    3.559
88    0.577    3.541
89    0.577    3.524
90    0.576    3.485
91    0.576    3.481
92    0.576    3.457
93    0.576    3.453
94    0.576    3.449
95    0.576    3.44
96    0.576    3.433
97    0.576    3.429
98    0.576    3.424
99    0.576    3.42
100    0.576    3.42
101    0.576    3.42
102    0.576    3.412
103    0.576    3.412
104    0.576    3.401
105    0.575    3.384
106    0.575    3.376
107    0.575    3.372
108    0.575    3.367
109    0.575    3.367
110    0.575    3.367
111    0.575    3.363
112    0.575    3.363
113    0.575    3.359
114    0.575    3.355
115    0.575    3.351
116    0.575    3.351
117    0.575    3.343
118    0.575    3.343
119    0.575    3.339
120    0.575    3.334
121    0.575    3.33
122    0.575    3.33
123    0.575    3.33
124    0.575    3.33
125    0.575    3.325
126    0.575    3.321
127    0.575    3.321
128    0.575    3.312
129    0.575    3.308
130    0.575    3.303
131    0.574    3.299
132    0.574    3.299
133    0.574    3.295
134    0.574    3.295
135    0.574    3.29
136    0.574    3.286
137    0.574    3.286
138    0.574    3.286
139    0.574    3.286
140    0.574    3.286
141    0.574    3.286
142    0.574    3.286
143    0.574    3.282
144    0.574    3.282
145    0.574    3.282
146    0.574    3.282
147    0.574    3.278
148    0.574    3.273
149    0.574    3.269
150    0.574    3.248
151    0.574    3.243
152    0.574    3.238
153    0.574    3.234
154    0.574    3.23
155    0.574    3.23
156    0.574    3.226
157    0.574    3.217
158    0.574    3.213
159    0.574    3.2
160    0.574    3.196
161    0.574    3.191
162    0.574    3.191
163    0.574    3.187
164    0.574    3.182
165    0.574    3.182
166    0.574    3.178
167    0.574    3.173
168    0.574    3.173
169    0.574    3.173
170    0.574    3.169
171    0.574    3.164
172    0.574    3.16
173    0.574    3.156
174    0.574    3.151
175    0.574    3.147
176    0.574    3.143
177    0.574    3.143
178    0.574    3.143
179    0.574    3.138
180    0.574    3.138
181    0.574    3.134
182    0.574    3.13
183    0.574    3.13
184    0.574    3.126
185    0.575    3.121
186    0.575    3.117
187    0.575    3.112
188    0.575    3.108
189    0.575    3.108
190    0.575    3.104
191    0.575    3.1
192    0.575    3.095
193    0.575    3.091
194    0.575    3.086
195    0.575    3.086
196    0.575    3.082
197    0.575    3.082
198    0.575    3.078
199    0.575    3.073
200    0.575    3.073
