no.    acc    apl
0    0.592    6.984
1    0.59    6.696
2    0.59    6.696
3    0.59    6.696
4    0.59    6.696
5    0.59    6.696
6    0.59    6.696
7    0.59    6.696
8    0.59    6.696
9    0.59    6.696
10    0.59    6.696
11    0.59    6.696
12    0.59    6.696
13    0.59    6.696
14    0.59    6.696
15    0.59    6.696
16    0.59    6.696
17    0.59    6.696
18    0.59    6.696
19    0.59    6.696
20    0.59    6.696
21    0.59    6.696
22    0.59    6.696
23    0.59    6.696
24    0.59    6.696
25    0.59    6.696
26    0.59    6.696
27    0.59    6.696
28    0.59    6.696
29    0.59    6.696
30    0.59    6.696
31    0.59    6.696
32    0.59    6.696
33    0.59    6.696
34    0.59    6.696
35    0.59    6.696
36    0.59    6.696
37    0.59    6.696
38    0.59    6.696
39    0.59    6.696
40    0.59    6.696
41    0.59    6.696
42    0.59    6.696
43    0.59    6.696
44    0.59    6.696
45    0.59    6.696
46    0.59    6.696
47    0.59    6.696
48    0.59    6.696
49    0.59    6.696
50    0.59    6.696
51    0.59    6.696
52    0.59    6.696
53    0.59    6.696
54    0.59    6.696
55    0.59    6.696
56    0.59    6.696
57    0.59    6.696
58    0.59    6.696
59    0.59    6.696
60    0.59    6.696
61    0.59    6.696
62    0.59    6.696
63    0.59    6.696
64    0.59    6.696
65    0.59    6.696
66    0.59    6.696
67    0.59    6.696
68    0.59    6.696
69    0.59    6.696
70    0.59    6.696
71    0.59    6.696
72    0.59    6.696
73    0.59    6.696
74    0.59    6.696
75    0.59    6.696
76    0.59    6.696
77    0.59    6.696
78    0.59    6.696
79    0.59    6.696
80    0.59    6.696
81    0.59    6.696
82    0.59    6.696
83    0.59    6.696
84    0.59    6.696
85    0.59    6.696
86    0.59    6.696
87    0.59    6.696
88    0.59    6.696
89    0.59    6.696
90    0.59    6.696
91    0.59    6.696
92    0.59    6.696
93    0.59    6.696
94    0.59    6.696
95    0.59    6.696
96    0.59    6.696
97    0.59    6.696
98    0.59    6.696
99    0.59    6.696
100    0.59    6.696
101    0.59    6.696
102    0.59    6.696
103    0.59    6.696
104    0.59    6.696
105    0.59    6.696
106    0.59    6.696
107    0.59    6.696
108    0.59    6.696
109    0.59    6.696
110    0.59    6.696
111    0.59    6.696
112    0.59    6.696
113    0.59    6.696
114    0.59    6.696
115    0.59    6.696
116    0.59    6.696
117    0.59    6.696
118    0.59    6.696
119    0.59    6.696
120    0.59    6.696
121    0.59    6.696
122    0.59    6.696
123    0.59    6.696
124    0.59    6.696
125    0.59    6.696
126    0.59    6.696
127    0.59    6.696
128    0.59    6.696
129    0.59    6.696
130    0.59    6.696
131    0.59    6.696
132    0.59    6.696
133    0.59    6.696
134    0.59    6.696
135    0.59    6.696
136    0.59    6.696
137    0.59    6.696
138    0.59    6.696
139    0.59    6.696
140    0.59    6.696
141    0.59    6.696
142    0.59    6.696
143    0.59    6.696
144    0.59    6.696
145    0.59    6.696
146    0.59    6.696
147    0.59    6.696
148    0.59    6.696
149    0.59    6.696
150    0.59    6.696
151    0.59    6.696
152    0.59    6.696
153    0.59    6.696
154    0.59    6.696
155    0.59    6.696
156    0.59    6.696
157    0.59    6.696
158    0.59    6.696
159    0.59    6.696
160    0.59    6.696
161    0.59    6.696
162    0.59    6.696
163    0.59    6.696
164    0.59    6.696
165    0.59    6.696
166    0.59    6.696
167    0.59    6.696
168    0.59    6.696
169    0.59    6.696
170    0.59    6.696
171    0.59    6.696
172    0.59    6.696
173    0.59    6.696
174    0.59    6.696
175    0.59    6.696
176    0.59    6.696
177    0.59    6.696
178    0.59    6.696
179    0.59    6.696
180    0.59    6.696
181    0.59    6.696
182    0.59    6.696
183    0.59    6.696
184    0.59    6.696
185    0.59    6.696
186    0.59    6.696
187    0.59    6.696
188    0.59    6.696
189    0.59    6.696
190    0.59    6.696
191    0.59    6.696
192    0.59    6.696
193    0.59    6.696
194    0.59    6.696
195    0.59    6.696
196    0.59    6.696
197    0.59    6.696
198    0.59    6.696
199    0.59    6.696
200    0.59    6.696
