no.    acc    apl
0    0.592    6.984
1    0.592    6.736
2    0.592    6.736
3    0.592    6.732
4    0.591    6.596
5    0.591    6.544
6    0.591    6.544
7    0.59    6.438
8    0.59    6.438
9    0.59    6.438
10    0.59    6.438
11    0.59    6.438
12    0.59    6.438
13    0.59    6.438
14    0.59    6.438
15    0.59    6.438
16    0.59    6.438
17    0.59    6.438
18    0.59    6.438
19    0.59    6.438
20    0.59    6.438
21    0.59    6.438
22    0.59    6.438
23    0.59    6.438
24    0.59    6.438
25    0.59    6.438
26    0.59    6.438
27    0.59    6.438
28    0.59    6.438
29    0.59    6.438
30    0.59    6.438
31    0.59    6.438
32    0.59    6.438
33    0.59    6.438
34    0.59    6.438
35    0.59    6.438
36    0.59    6.438
37    0.59    6.438
38    0.59    6.438
39    0.59    6.438
40    0.59    6.438
41    0.59    6.438
42    0.59    6.438
43    0.59    6.438
44    0.59    6.438
45    0.59    6.438
46    0.59    6.438
47    0.59    6.438
48    0.59    6.438
49    0.59    6.438
50    0.59    6.438
51    0.59    6.438
52    0.59    6.438
53    0.59    6.438
54    0.59    6.438
55    0.59    6.438
56    0.59    6.438
57    0.59    6.438
58    0.59    6.438
59    0.59    6.438
60    0.59    6.438
61    0.59    6.438
62    0.59    6.438
63    0.59    6.438
64    0.59    6.438
65    0.59    6.438
66    0.59    6.438
67    0.59    6.438
68    0.59    6.438
69    0.59    6.438
70    0.59    6.438
71    0.59    6.438
72    0.59    6.438
73    0.59    6.438
74    0.59    6.438
75    0.59    6.438
76    0.59    6.438
77    0.59    6.438
78    0.59    6.438
79    0.59    6.438
80    0.59    6.438
81    0.59    6.438
82    0.59    6.438
83    0.59    6.438
84    0.59    6.438
85    0.59    6.438
86    0.59    6.438
87    0.59    6.438
88    0.59    6.438
89    0.59    6.438
90    0.59    6.438
91    0.59    6.438
92    0.59    6.438
93    0.59    6.438
94    0.59    6.438
95    0.59    6.438
96    0.59    6.438
97    0.59    6.438
98    0.59    6.438
99    0.59    6.438
100    0.59    6.438
101    0.59    6.438
102    0.59    6.438
103    0.59    6.438
104    0.59    6.438
105    0.59    6.438
106    0.59    6.438
107    0.59    6.438
108    0.59    6.438
109    0.59    6.438
110    0.59    6.438
111    0.59    6.438
112    0.59    6.438
113    0.59    6.438
114    0.59    6.438
115    0.59    6.438
116    0.59    6.438
117    0.59    6.438
118    0.59    6.438
119    0.59    6.438
120    0.59    6.438
121    0.59    6.438
122    0.59    6.438
123    0.59    6.438
124    0.59    6.438
125    0.59    6.438
126    0.59    6.438
127    0.59    6.438
128    0.59    6.438
129    0.59    6.438
130    0.59    6.438
131    0.59    6.438
132    0.59    6.438
133    0.59    6.438
134    0.59    6.438
135    0.59    6.438
136    0.59    6.438
137    0.59    6.438
138    0.59    6.438
139    0.59    6.438
140    0.59    6.438
141    0.59    6.438
142    0.59    6.438
143    0.59    6.438
144    0.59    6.438
145    0.59    6.438
146    0.59    6.438
147    0.59    6.438
148    0.59    6.438
149    0.59    6.438
150    0.59    6.438
151    0.59    6.438
152    0.59    6.438
153    0.59    6.438
154    0.59    6.438
155    0.59    6.438
156    0.59    6.438
157    0.59    6.438
158    0.59    6.438
159    0.59    6.438
160    0.59    6.438
161    0.59    6.438
162    0.59    6.438
163    0.59    6.438
164    0.59    6.438
165    0.59    6.438
166    0.59    6.438
167    0.59    6.438
168    0.59    6.438
169    0.59    6.438
170    0.59    6.438
171    0.59    6.438
172    0.59    6.438
173    0.59    6.438
174    0.59    6.438
175    0.59    6.438
176    0.59    6.438
177    0.59    6.438
178    0.59    6.438
179    0.59    6.438
180    0.59    6.438
181    0.59    6.438
182    0.59    6.438
183    0.59    6.438
184    0.59    6.438
185    0.59    6.438
186    0.59    6.438
187    0.59    6.438
188    0.59    6.438
189    0.59    6.438
190    0.59    6.438
191    0.59    6.438
192    0.59    6.438
193    0.59    6.438
194    0.59    6.438
195    0.59    6.438
196    0.59    6.438
197    0.59    6.438
198    0.59    6.438
199    0.59    6.438
200    0.59    6.438
