no.    acc    apl
0    0.593    6.96
1    0.592    6.704
2    0.591    6.702
3    0.591    6.321
4    0.59    6.148
5    0.59    5.913
6    0.589    5.909
7    0.589    5.723
8    0.589    5.682
9    0.589    5.605
10    0.588    5.482
11    0.588    5.418
12    0.588    5.374
13    0.588    5.188
14    0.587    5.127
15    0.587    5.098
16    0.587    4.998
17    0.587    4.946
18    0.586    4.929
19    0.586    4.929
20    0.586    4.806
21    0.586    4.581
22    0.586    4.547
23    0.586    4.522
24    0.585    4.481
25    0.585    4.481
26    0.585    4.468
27    0.584    4.429
28    0.584    4.429
29    0.584    4.4
30    0.584    4.318
31    0.584    4.236
32    0.584    4.236
33    0.583    4.19
34    0.583    4.19
35    0.583    4.147
36    0.583    4.129
37    0.583    4.124
38    0.582    4.086
39    0.582    4.082
40    0.582    4.082
41    0.582    4.066
42    0.582    4.046
43    0.582    4.027
44    0.581    3.946
45    0.581    3.934
46    0.581    3.934
47    0.581    3.922
48    0.581    3.918
49    0.581    3.914
50    0.581    3.907
51    0.581    3.907
52    0.581    3.903
53    0.58    3.895
54    0.58    3.882
55    0.579    3.858
56    0.579    3.84
57    0.579    3.84
58    0.579    3.791
59    0.579    3.791
60    0.579    3.768
61    0.579    3.759
62    0.579    3.759
63    0.579    3.759
64    0.579    3.749
65    0.579    3.749
66    0.579    3.749
67    0.579    3.745
68    0.579    3.741
69    0.579    3.741
70    0.579    3.737
71    0.579    3.737
72    0.579    3.733
73    0.579    3.733
74    0.578    3.728
75    0.578    3.703
76    0.578    3.703
77    0.578    3.703
78    0.578    3.703
79    0.578    3.695
80    0.578    3.695
81    0.578    3.695
82    0.578    3.695
83    0.578    3.695
84    0.578    3.695
85    0.578    3.695
86    0.578    3.695
87    0.578    3.674
88    0.578    3.674
89    0.578    3.674
90    0.578    3.669
91    0.578    3.647
92    0.578    3.624
93    0.578    3.624
94    0.578    3.624
95    0.578    3.619
96    0.578    3.619
97    0.578    3.615
98    0.578    3.611
99    0.578    3.611
100    0.578    3.598
101    0.578    3.598
102    0.577    3.593
103    0.577    3.586
104    0.577    3.586
105    0.577    3.586
106    0.577    3.586
107    0.577    3.582
108    0.577    3.582
109    0.577    3.582
110    0.577    3.582
111    0.577    3.582
112    0.577    3.582
113    0.577    3.574
114    0.577    3.574
115    0.577    3.574
116    0.577    3.544
117    0.577    3.544
118    0.577    3.526
119    0.577    3.526
120    0.577    3.526
121    0.577    3.526
122    0.577    3.526
123    0.577    3.526
124    0.577    3.526
125    0.577    3.521
126    0.577    3.521
127    0.577    3.521
128    0.577    3.517
129    0.577    3.517
130    0.577    3.506
131    0.577    3.506
132    0.577    3.506
133    0.576    3.498
134    0.576    3.493
135    0.576    3.486
136    0.576    3.482
137    0.576    3.477
138    0.576    3.477
139    0.576    3.477
140    0.576    3.473
141    0.576    3.473
142    0.576    3.465
143    0.576    3.465
144    0.576    3.455
145    0.576    3.455
146    0.576    3.431
147    0.576    3.431
148    0.576    3.431
149    0.576    3.431
150    0.575    3.426
151    0.575    3.422
152    0.575    3.422
153    0.575    3.418
154    0.575    3.414
155    0.575    3.414
156    0.575    3.405
157    0.575    3.405
158    0.575    3.405
159    0.575    3.405
160    0.575    3.405
161    0.575    3.405
162    0.575    3.405
163    0.575    3.405
164    0.575    3.405
165    0.575    3.405
166    0.575    3.405
167    0.575    3.405
168    0.575    3.405
169    0.575    3.401
170    0.575    3.394
171    0.575    3.394
172    0.575    3.394
173    0.575    3.389
174    0.575    3.385
175    0.575    3.38
176    0.575    3.38
177    0.575    3.38
178    0.575    3.38
179    0.575    3.376
180    0.575    3.376
181    0.575    3.371
182    0.575    3.367
183    0.575    3.367
184    0.575    3.352
185    0.575    3.352
186    0.575    3.352
187    0.575    3.352
188    0.575    3.348
189    0.575    3.348
190    0.575    3.344
191    0.575    3.344
192    0.575    3.339
193    0.575    3.335
194    0.575    3.335
195    0.575    3.335
196    0.575    3.335
197    0.574    3.313
198    0.574    3.313
199    0.575    3.309
200    0.575    3.309
