no.,acc,apl,small_worldness
0,0.503,3.641,0.1381
1,0.501,3.626,0.1382
2,0.504,3.597,0.1401
3,0.502,3.643,0.1378
4,0.503,3.683,0.1366
5,0.506,3.598,0.1406
6,0.503,3.617,0.1391
7,0.506,3.633,0.1393
8,0.501,3.592,0.1395
9,0.504,3.657,0.1378
10,0.503,3.639,0.1382
11,0.501,3.566,0.1405
12,0.508,3.604,0.141
13,0.504,3.651,0.138
14,0.502,3.604,0.1393
15,0.502,3.609,0.1391
16,0.502,3.639,0.1379
17,0.507,3.622,0.14
18,0.503,3.615,0.1391
19,0.504,3.634,0.1387
